text,label,language
Lokhu kwakungesona sodwa isicelo uColonel Potgieter anginika sona mayelana nokufa kwe -Askari .,0,isiZulu
Umfundi ucwaninge inqubomgomo yomphakathi ngaphandle kwezinkinga.,1,isiZulu
Isimemezelo sikahulumeni uNkk Zuma luhlelwe amarekhodi aphathelene nezicelo unyaka odlule phambi kwekomidi.,1,isiZulu
Ukunikeza usizo oluphelele kubasebenzi noMnyango wezokuVikela .,0,isiZulu
Isikhulu wakhipha inkulumo mayelana necebo ngaphambi kokuphela kwesonto.,1,isiZulu
Uphenyo lwakamuva uvumele ulwazi olusha oluqukethwe ebhukwini njengoba bekulindelekile.,1,isiZulu
"Okunye ukuzibophezela kuvezwa yisinqumo sokwemukela Umbuthano waMalungelo weZomnotho , Inhlalo naMasiko ngo 1998 .",0,isiZulu
Isisebenzi esiqavile wathumela ibhubesi kanye ne-umakhalekhukhwini emhlanganweni waseThekwini ngaphandle kobunzima obukhulu eholidini eledlule.,1,isiZulu
Abazali bezingane wafundisa ihhashi kanye ne-ithebula esibhedlela esiseduze ngokusebenzisa izinsiza ezikhona ngaphakathi kwekilasi.,1,isiZulu
U-MEC angasusa Isikhulu Esiyinhloko u-CEO esikhundleni emva kokuzwa uvo lwakhe futhi esebonisene neBhodi nezizathu zokumxosha zizwakala .,0,isiZulu
senzo : Into efana nani manje Kanti udokotela akawagcwalisanga yini amafomu ?,0,isiZulu
Inkolo yesintu wacela ukuthula ngesonto eKwaMashu ezinsukwini eziyishumi ezedlule.,1,isiZulu
"Ungqongqoshe waketha abeluleki ukuba balungise uhleka lwenqubomgomo yolimi kanye nohlelo lweNingizimu Afrika olwethulwa , kanyekanye nomthethosivivinywa , kubobonke abathintekayo emhlanganweni owabizwa ngokuthi I-Second Language Indaba owawuseThekwini ngo- March 2000 .",0,isiZulu
Loku kuzanika uhulumeni isithombe esicacile ngesimo sabantu ezinkalweni zonke zaseMzansi .,0,isiZulu
Isikhathi osinikeziwe - Ungaxoxisana ngesikhathi osinikeziwe noNobhala weKomidi ngaphambi kwesikhathi .,0,isiZulu
"Kodwa ngokukhulu ukuhlonipha Mnumzane , i-Oozie iyisikhali esiyisisekelo uma bewazi i-HMK bekungaba lula kuwena ukuthi usebenzise i-Oozie .",0,isiZulu
Ngaphambi kokuba awe aphangalale uShaka wathini kubafowabo ebaxwayisa ( 3 ) 12 .,0,isiZulu
Ivangeli likaJesu wakhuluma emhlanganweni wango-2023 ngokwesikhathi esinqunyiwe.,1,isiZulu
Iphrojekthi entsha wakhipha amathuba emfundo ngenhloso yokuthuthukisa ulwazi.,1,isiZulu
Iphrojekthi entsha uqale umsebenzi wephrojekthi ngaphambi kokuphela kwesonto.,1,isiZulu
f akhombise inani layo lase makethe kanye nendlela elitholakale ngayo leli nani ; futhi g abonise ukujula kwanoma yiluphi usizo lo Mbuso kanye nezi nzuzo ezitholwe ngale mpahla .,0,isiZulu
avunywe yiPhalamende ngesiphakamiso esithathwe ngokwesekwa ngamavoti eningi lamalungu alo .,0,isiZulu
Nami ngibona kungakuhle ukuthi ungasheshi ubuyele lena emakhaya uyoba yimbuqu .,0,isiZulu
Isikhulu uqale ulwazi olusha oluqukethwe ebhukwini njengoba bekulindelekile.,1,isiZulu
Abazali bezingane wanikeza inyamazane kanye ne-ithebula eholweni labafundi ngokusebenzisa izinsiza ezikhona eholidini eledlule.,1,isiZulu
"Umthetho kaZwelonke olindeleke kwizigaba 9(4) , 32(2) , no 33(3) zoMthethosisekelo omusha kufanele zishaywe phakathi kwesikhathi seminyaka emithathu kusukela ngelanga uMthethosisekelo omusha owaqala ngaso ukusebenza .",0,isiZulu
Uhlelo olusha uhlaziye ubufakazi besifundo ngezinsuku ezintathu ezedlule.,1,isiZulu
Ibandla elikhulu waphawula ngezinkolelo ezindleleni zokuphila ezingcwele njengokwesimemezelo sabefundisi.,1,isiZulu
"Mina bengibuza nje ukuthi ayikho yini imizamo ongangenzela yona njengoba sengisale ngaphandle kwi-interview Yilokho nje kuphela , angiqonde kona ukuziveza njengomuntu ongenanhlonipho , "" wabambelela esihlathini waphinda wabuka uNyoka owayesemunyunga uswidi , ezimelele ngendololwane esitelingini ecamele esihlathini ?",0,isiZulu
I-Dacst yanikela ngemali ewu R500 000 ekusizeni ekuthuthukiseni amakhono kulabo abenza imisebenzi yezandla kanye nemigubho ehlukene egxile emasikweni .,0,isiZulu
UMasipala wase-Pretoria umemezele inqubomgomo yentuthuko ngokwesikhathi esinqunyiwe.,1,isiZulu
Uhlaka lokuhlola lwesitatimende esibukeziwe sohlelo lwezifundo sikazwelonke samabanga R-9 ( ezikoleni ) sisekelwe phezu kwemigomo yemfundo esekelwe phezu kwemiphumela .,0,isiZulu
"Ngiyavuma ukuthobela zonke izidingo zomthetho njengokuba zibekwe kwi-Copyright Act , 1978 ( Umthetho No . 98 ka 1978 ) nezichibiyelo zawo .",0,isiZulu
Isisebenzi ucwaninge umsebenzi wephrojekthi ngaphandle kwezinkinga.,1,isiZulu
ezokungcebeleka/utrevor noah nengxoxo ekhethekile nobarack obama,0,isiZulu
IGrafu 2 : Intengiso yeBrent International kawoyela oluhlaza nentengiso jikelele yedizili .,0,isiZulu
Isikole uxhumane inkulumo mayelana necebo ezingeni eliphakeme.,1,isiZulu
Inkulumo yobuKristu wavusa ithemba ngokholo oluqinile ngaphansi kwengalo kaNkulunkulu.,1,isiZulu
Abaxhumanisi bephrojekthi kwamukele amacebo ahlelekile ngezinga eliyanelisayo.,1,isiZulu
Umfundi omusha wakwazi ukusebenzisa inkukhu kanye ne-isikole esikoleni saseMthatha ngokusebenzisa izinsiza ezikhona ebusika ngo-2023.,1,isiZulu
Lo msebenzi ubalulekile kithina sonke emNyangweni .,0,isiZulu
Isimemezelo esisemthethweni luhlelwe amagama ababhali izinsuku eziyishumi emhlanganweni wabaphathi abakhulu.,1,isiZulu
"I-LGTA Website ayisebenzisi noma idalule ulwazi olubucayi ngomuntu ngamunye , njengohlanga , inkolo , noma ukuzibandakanya ngokwezombuszwe , ngaphandle kwemvume yakho ekucacisa bha .",0,isiZulu
amaVoti eSabiwomali .,0,isiZulu
UMasipala wase-Soweto waphawula imisebenzi yokwakha ngaphansi kwengalo kaNkulunkulu.,1,isiZulu
"Base bevumelana ukuthi abathathe omunye umntwana kulabo bomfowabo owayehlala eDumbe , enabantwana ababili umfana nentombazana .",0,isiZulu
Umhlangano wamaKrestu wahlanganisa abalandeli kuvangeli olutsha ezinsukwini eziyishumi ezedlule.,1,isiZulu
Inqubomgomo entsha uNomsa lwavunywa indlela yokubala izindleko ngo-2023 emhlanganweni kaMasipala.,1,isiZulu
Ithimba lezentuthuko kuxhumanise ubuchwepheshe obusetshenziswa ezifundweni ngokwesivumelwano esibhalwe phansi.,1,isiZulu
"Abanikazi bamahlathi abanezimvume ezikhishwe ngaphansi komthetho we-Forestry Act , 1998 , asikho isidingo sokuthi babhalise , ngoba sizobathumela amadokhumende aphelele obhaliso , ukuze bachibiyele uma kunesidingo , basayine nokuwabuyisela kwabomnyango .",0,isiZulu
UMasipala wase-Soweto umemezele umbiko wesabelomali phambi kwesonto.,1,isiZulu
"senzo : Ko , Ko !",0,isiZulu
"Okunye ukuxhumaniseka ( ama-link ) aku-web server axhumanisa nemithombo yosizo , ephethwe ngabanye abe-GCIS abangenakulawulo kuyo .",0,isiZulu
Umsolwa wavela phambi kwenkantolo yemantshi yaseSekgosese kanti icala lahlehliselwa imaphakathi noNhlolanja .,0,isiZulu
Uhlelo lwezemvelo wahlela impisi kanye ne-umshini wokupheka ehhovisi elikhulu ngokuhambisana nezindinganiso ngemuva kwesikhathi eside.,1,isiZulu
Isikhulu ucwaninge ulwazi olusha oluqukethwe ebhukwini njengoba bekulindelekile.,1,isiZulu
Vula ifayela yodaba ezimele yombiko ngamunye usebenzise isiqaliso 3.21 silandelwe uphawu / kanye negama lombiko .,0,isiZulu
Ithimba lezentuthuko kwethule imibiko yezinsuku ezedlule ekubonisaneni okuqhubekayo.,1,isiZulu
Iphrojekthi entsha uvumele ulwazi olusha oluqukethwe ebhukwini ngaphandle kwezinkinga.,1,isiZulu
"Ngokuhambisana nesigatshana 8 , umuntu otholwe ephula umthetho ngaphansi kwesigatshana 1 , 2 , 3 , 4 no 5 unesibophezelo sokukhokha inhlawulo enganqunywa ngaphansi kwemithetho ebusayo noma athole isijezo sokuboshwa iminyaka engevile eshumini noma aboshwe futhi ahlawuliswe .",0,isiZulu
Ngaphezu kwalokhu uhlelo lomsebenzi lwe-NEPAD nezinkulumo zabaholi be-NEPAD sekubeke i-Afrika nezinhlelo zayo eziphambili ohlelweni lomsebenzi lomhlaba wonke nakuba kunezinkinga ezinzima ezivumbuka kwezinye izingxenye zomhlaba .,0,isiZulu
Isimemezelo sikahulumeni uThandi lwabonisa amagama ababhali ngo-2024 emhlanganweni wesifunda.,1,isiZulu
"UMthetho kaZwelonke kufanele umise isiphathimandla esizimele esizolawula ukusakaza ngokwezidingo zomphakathi , futhi siqinisekise imibono elungile neyehlukahlukene emele kabanzi , umphakathi waseNingizimu Afrika .",0,isiZulu
nozI : Kuzodingeka ukuthi ulunge-ke ukuze lesi sisu sakho sisimukise kulo Bhili wakho .,0,isiZulu
Lo Sihlalo wesifazane ube yizimpendulo zezikhalazo ezisuka endaweni edayisa utshwala .,0,isiZulu
Umfundi uvumele uhlolo olubalulekile ezingeni eliphakeme.,1,isiZulu
Abafundi abaningi ucwaninge uhlelo lwesikole olusha ezingeni eliphakeme.,1,isiZulu
"Ukwengeza , sizosebenzisa ngokubanzi kakhulu Imali Yokuxhasa Kokukhulula Izingxaki Zomphakathi kanye nezindlela zokuvikela ukudla ikakhulukazi ukuhlosa labo mhlawumbe abangavikelwe yiSikhwama Somshuwalense WokungaSebenzi noma asebeziqedile izinzuzo zabo .",0,isiZulu
Ukwedlulisela izincomo zokubuyekeza uhlaka lweziphakamiso zomsebenzi emaThimbeni omSebenzi .,0,isiZulu
Abaholi bezemfundo kuphakamise umbiko wokugcina ngezinga eliyanelisayo.,1,isiZulu
imibono ngishayela izandla umalema ngesibindi sakhe,0,isiZulu
Isisebenzi uxoxile ubufakazi besifundo ngokuhambisana nezimiso.,1,isiZulu
"Wakhala , ukhalelani manje mntanami Musa ukuhlola la !",0,isiZulu
Isizathu salesi senzo ukuveza imiklamo yokufaka ugesi eyenziwa ngumasipala wendawo wase Engcobo .,0,isiZulu
"Le mithetho iyobizwa ngeMithetho yeNkantolo yoMthethosisekelo , we- 2003 .",0,isiZulu
Isikole uvumele ulwazi olusha oluqukethwe ebhukwini ngenhloso yokuthuthukisa ulwazi.,1,isiZulu
Vula ifayela yodaba ezimele yomnyango ngamunye usebenzise isiqalo esingu 18.2.1 silandelwe uphawu / kanye negama lomnyango .,0,isiZulu
"Uma Iningizimu Afrika ifuna ukugcina lezi zivumelwane ngendlela egculisayo , kufanele kube namasu ahlelekile nemisebenzi echazwe kahle ehlanganisa lezi zivumelwane .",0,isiZulu
Umbiko wango uZanele luhlelwe ulwazi lwezindaba zakamuva ngo-2023 ngokwesicelo esisemthethweni.,1,isiZulu
Abakhulekeli wakhuluma kuhlelo lokuhlengwa ngokuhlanganyela nabakhulekeli.,1,isiZulu
"Ukuphathwa kwezinga lokusebenza : Uhlelo olunenhloso , oluqhubekayo okuhloswe ngalo ukuphatha nokuthuthukisa indlela yokuziphatha kwesisebenzi ukuze kuphunyeleliswe izinhloso zamasu okusebenza ; ukukhonjwa kwemisebenzi efanele kanjalo nokuhlolwa kanye nokuhlonishwa kokuqalisa kwemisebenzi ngenhloso yokuhlumelelisa ukusebenza ngokuyikho nangendlela efanele ; futhi luyindlela yokuthuthukisa imiphumela eMnyangwenim , emathimbeni nakumuntu ngayedwana ngokuthi kuphathwe ukwenziwa komsebenzi ngokohlaka lwezinjongo , izinhloso , amazinga kanye nokukhuthazwa okwakuvunyelwene ngakho .",0,isiZulu
Uhlelo lwezokuxhumana kuxhumanise uhlaka lokusebenza lwezemfundo ngokwemigomo esemthethweni.,1,isiZulu
Iqhinga lokuqhuba umsebenzi lithathelwe emcabangweni wokuthi Umthetho weziLimi zaseNingizimu Afrika uyoqala ukusebenza ngoMfumfu 2003 .,0,isiZulu
Abakhulekeli wamemezela emithandazweni yomphakathi ngaphansi kwengalo kaNkulunkulu.,1,isiZulu
UMolly Martin wasiza uRuth Lewin kanye no-Odele Pearce abahlale besiza njalo ngokuthola imithombo yabezindaba .,0,isiZulu
"Ngaphezu kwalokho futhi , uphiko luzoqinisa ezokuxhumana nezinye izingxenye zikahulumeni , umphakathi kanye nabo bonke abanye abambe iqhaza abathintekayo nabanetshisekelo ngezindaba zikaMasipala .",0,isiZulu
Ingabe Mveli wena uzothini ?,0,isiZulu
Uhlelo olusha uphothule umbiko wesifundo esisha ngezinsuku ezintathu ezedlule.,1,isiZulu
"Isigaba 342A soMthetho Wenqubo Yobugebengu uh-linzeka izindlela zokuthi umsebenzi osesihlalweni aphenye ukubam-bezeleka okungenangqondo , ukuthi athathe izinyathelo zokuqeda ukubambezela nokuvimbela okunye ukubambezeleka .",0,isiZulu
"USihlalo , uSekela-sihlalo kumbe uMgcinimafa weQembu/ iNhlangano / iSikhungo kumele asayine ngezansi .",0,isiZulu
Uhlelo olusha uvumele umbiko wesifundo esisha ngenhloso yokuthuthukisa ulwazi.,1,isiZulu
Isikole uhlolile umbiko wesifundo esisha ezingeni eliphakeme.,1,isiZulu
Isimo saseNingizimu Afrika siqonda ukuthi umntwana ongakakwazi ukuzimela wumuntu oneminyaka engaphansi kwengama-21 nongakhululiwe yisimo somshado noma wumyalelo wenkantolo .,0,isiZulu
"Vula ifayela yodaba yekhodi ngayinye , isilayelo kumbe iphepha elimhlophe usebenzise isiqaliso esingu 1.3.4.2 silandelwe uphawu / kanye negama lekhodi , isilayelo kumbe iphepha elimhlophe .",0,isiZulu
"Inani lezihlalo kwisishayamthetho sesifundazwe ngasinye lizoba njengoba kunqunyiwe ngokusho kwesigaba 105 soMthethosisekelo omusha . """,0,isiZulu
Imikhandlu Elawulayo inezibophezelo zokubambisana nemigomo ebekwe eSihlokweni 7 yokukhuthaza igunya lokusebenzisa ngokukhululeka ilungelo lokungena ezweni nokufeza zonke izimo ezihambisana nalelo gunya .,0,isiZulu
Amanani angenhla abonisa ukuthi isiZulu wulimi lwasekhaya olukhulunywa ngabantu abangaphezu kwama-20% ezakhamuzi kumazinga omabili esifunda nakazwelonke .,0,isiZulu
Izikhulu zikahulumeni kuphakamise umbiko wokugcina ngokuhambisana nesikhathi.,1,isiZulu
Isikole uvumele inkulumo mayelana necebo ngenhloso yokuthuthukisa ulwazi.,1,isiZulu
Abazali bezingane wacwaninga inyamazane kanye ne-ikhabethe endaweni yomphakathi ngemibandela ethile esinqunyiwe ebusika ngo-2023.,1,isiZulu
UMasipala wase-Lusikisiki waphawula izinsiza zabantu ngokwesikhathi esinqunyiwe.,1,isiZulu
"Imvume eyodwa ngokulandela umthetho we-Registrar of Act 36 of 1947 , kanti enye ebuya kwabe-Directorate Animal Health .",0,isiZulu
"Iziko leNkantolo Ephakeme yaseNingizimu Afrika elinamandla kumuntu onegunya lingenqabela umuntu onegunya ukuba asebenzise isikhwama semali , lingaqasha umqoqi-mafa ukulawula nokuphatha imali yesikhwama linike lowo mqoqi-mafa amalungelo , amandla nemisebenzi elibona ifanele .",0,isiZulu
Abaholi bezemfundo kuphakamise ubuchwepheshe obusetshenziswa ezifundweni ngokuhambisana nesikhathi.,1,isiZulu
"Amabutho : Bayede , Bayede !",0,isiZulu
Uthisha waseNanda wahlela ihhashi kanye ne-ikhabethe emapulazini aseKwaMashu ngokusebenzisa izinsiza ezikhona ngaphakathi kwekilasi.,1,isiZulu
Uthisha waseNanda wacwaninga ibhubesi kanye ne-ikhabethe emhlanganweni waseThekwini ngaphandle kobunzima obukhulu eholidini eledlule.,1,isiZulu
Ama-IDP amaningi asungulwa ngo1998 / 99 awayivezanga lemihlahlandlela nemigomo kanti futhi ehluleka wukuqhakambisa izinkomba okungathathelwa kuzo .,0,isiZulu
"Lapho khona kunalolu phawu , lwe ( * ) , susa lokho okungasebenzi .",0,isiZulu
Inqubomgomo entsha lwakhiwe inqubomgomo yomphakathi amaviki amabili ngokwemigomo ye-Act 53.,1,isiZulu
Izinkomba zokukala umsebenzi owenziwe ( KPI's ) nemiphumela elindelwe .,0,isiZulu
Ibhodi labaphenyi kuphumeleliswe umbiko wokugcina ngokwemigomo esemthethweni.,1,isiZulu
Uprofesa wakwaZulu wacwaninga inhlwathi kanye ne-ithebula emapulazini aseKwaMashu ngokuhambisana nezindinganiso eholidini eledlule.,1,isiZulu
Inqubomgomo entsha luhlaziywe amagama ababhali izinsuku eziyishumi ngesicelo sikaNkk Zuma.,1,isiZulu
Isikole uxoxile inkulumo mayelana necebo ngezinsuku ezintathu ezedlule.,1,isiZulu
Ezingeni le-FIFA : 85 .,0,isiZulu
Wabingelela uGiyani esaba nokubuza ukuthi ingubani .,0,isiZulu
"Ngaphezu kwalokho okushiwo kusigatshana 3 , uma ngabe lowo ofake isicelo kuyifemu enomqondisi , amalunga , ababambeli , abalingani , noma amalunga eBhodi noma umgwamanda ophethe abangena ngaphansi kohlobo lwabantu okukhulunywa ngalo esigabeni 16 a kuya ku c , uNgqongqoshe angaphakamisa imibandela eyenzelwe ukuba lowo muntu angasebenzisi amandla okuthatha izinqumo mayelana nemisebenzi yokubhlaiswa okuhlongozwayo .",0,isiZulu
Iphrojekthi entsha uhlaziye uhlelo lwesikole olusha ngaphandle kwezinkinga.,1,isiZulu
Ithimba lezentuthuko kubonise indlela yokuphatha kahle ngendlela engaguquki.,1,isiZulu
"Uma sithula singabiki lenkohlakalo , seqa umthetho wobuqotho okuvumelenwe ngawo eSizweni .",0,isiZulu
Uhulumeni uvumele ubufakazi besifundo ngaphambi kokuphela kwesonto.,1,isiZulu
Uphenyo lwakamuva uxoxile umsebenzi wephrojekthi njengoba bekulindelekile.,1,isiZulu
"Inkululeko yokuhlanganisa i- KPI kanye nombiko wonyaka , nokuvimbela ukuphindaphindeka .",0,isiZulu
"Ezingeni lesishayamthetho sikazwelonke nesezifundazwe , izinkomba zithi isizwe sizokwedlula izinga lokumelwa kwabesifazane elingama-32% elifezwe ngo-2004 futhi siyethemba , ngisho u-40% otholakale ngo-2006 okhethweni lohumeni wasekhaya .",0,isiZulu
imibono idolobha umgungundlovu lingcole ngendlela exakile,0,isiZulu
Isimemezelo esisemthethweni lwabonisa indlela yokubala izindleko ngeSonto eledlule emhlanganweni kaMasipala.,1,isiZulu
UMasipala wase-Mthatha umemezele uhlelo lokuthuthukisa umphakathi ngokuhlanganyela nabakhulekeli.,1,isiZulu
uhlahlele unina wahuqa ubuthongo,0,isiZulu
"Okwamanje , uMnuz McCain uqale uMgqibelo e -Virginia , okwakukade kuyi -Republican State okumanje amaDemocrats asebona sengathi asengase ayithole .",0,isiZulu
Umsebenzi wezandla kuphumeleliswe izinqubomgomo zesikhashana ngezinga eliyanelisayo.,1,isiZulu
sizoqina isandla sezokuphepha kwazulu natal,0,isiZulu
Vula ifayela yodaba ezimele yomfakisicelo ngamunye usebenzise isiqalo esingu 22.1.3.2.6 silandelwe uphawu / kanye negama lomfakisicelo .,0,isiZulu
Umthandazo wabafundi wathandazela emhlanganweni waseSoweto ngokuhlanganyela nabakhulekeli.,1,isiZulu
Izikhulu zikahulumeni kwamukele umbiko wokugcina ngezinga eliyanelisayo.,1,isiZulu
Icala elibhalwe ngo-2024 uZanele luchaze amarekhodi aphathelene nezicelo unyaka odlule ngesicelo sikaNkk Zuma.,1,isiZulu
Uhlelo lwezemvelo wabona inhlwathi kanye ne-umshini wokupheka eholweni labafundi ngezinjongo zokuthuthukisa ulwazi ebusika ngo-2023.,1,isiZulu
Isifundo sikaProf Mthembu luchaze amagama ababhali ngo-2023 kusukela ngoJanuwari.,1,isiZulu
Ibhodi labaphenyi kuthuthukise izinqubomgomo zesikhashana ngendlela engaguquki.,1,isiZulu
Uthisha waseNanda wabona ihhashi kanye ne-isambulela ehhovisi elikhulu ngokusebenzisa izinsiza ezikhona ebusika ngo-2023.,1,isiZulu
Sithole uhlu lwemindeni ephila impilo yobumpofu ;,0,isiZulu
Inkolo yesintu wakhuluma ezindleleni zokuphila ezingcwele phambi kwesonto.,1,isiZulu
"b inqubo yokubekwa nokuphelelwa ngumsebenzi kwabantu abaphawulwe kwisigatshana- 2 kanye nukulindeleke kubo , izimo zomsebenzi , amaholo , nemali yezibonelelo .",0,isiZulu
Isimemezelo esisemthethweni lwasetshenziswa indlela yokubala izindleko unyaka odlule ngaphansi kukaHulumeni omusha.,1,isiZulu
Uthisha waseNanda waklame ingulube kanye ne-ibhodwe emhlanganweni waseThekwini ngemibandela ethile esinqunyiwe ngaphakathi kwekilasi.,1,isiZulu
UMasipala wase-Soweto wenze uhlelo olusha inqubomgomo yentuthuko ngeSonto ekuseni.,1,isiZulu
Umlunganisi noma elinye ilungu Lombutho Wamaphoyisa AseNingizimu Afrika angakwazi ukuthi nganoma yisiphi isikhathi ukuhlola noma yikuphi okusansimbi okuyigugu okucatshangwe esigabeni se-2 bese uthatha isampula enje njengoba kujwayelekile ukumisa noma aqinisekise ukuqalisa kanye negqikithi yokusansimbi okuyigugu .,0,isiZulu
Isimemezelo esisemthethweni uSipho lwakhiwe umhlahlandlela womthetho ngeSonto eledlule emhlanganweni kaMasipala.,1,isiZulu
Usungacela manje izinto ezithile njengezitifiketi zentela noma amafomu ngokusebenzisa insiza ewusizo yesevisi yokuzisiza ngokwakho yocingo yamahora angama 24 Ungashintsha futhi inkethi yenzuzo yakho nemininingwane yokuxhumana .,0,isiZulu
Izinkulumo ziyokwenzelwa eGCIS kanye nasezindlini zombuso ePitoli .,0,isiZulu
Umkhakha wesifundo sezilimi sifaka zonke izilimi ezisemthethweni eziyi-11 njengalezi :,0,isiZulu
Uprofesa wakwaZulu wahlela inkukhu kanye ne-isambulela emapulazini aseKwaMashu ngendlela ecacile nenembayo eholidini eledlule.,1,isiZulu
Isikole wakhipha indlela yokusebenza entsha ngenhloso yokuthuthukisa ulwazi.,1,isiZulu
Uthisha uxoxile ulwazi olusha oluqukethwe ebhukwini ngenhloso yokuthuthukisa ulwazi.,1,isiZulu
"Kwakuzwakala sengathi wayethethisa uNdimande , emtshela ukuba makahlale kanjani esihlengeni .",0,isiZulu
umkhwebane akahlehli kwelomnikelo webosasa,0,isiZulu
Mofenyi o tlo tsebiÃ...Â¡wa moletlong wa 9 Oktoboro kua Midrand .,0,isiZulu
Ukudobela ukuzothengisa wokuthi abantu bahambe bayodoba izinhlanzi emanzini angewona ase-South Africa beqonde ukuzothengisa .,0,isiZulu
Oweta abayisithupha basesitolo sokudla saseWoodstock baboshwa mayelana namakhredithi khadi ababewakhile nokukhipha imali esisefweni .,0,isiZulu
"Isisebenzi senza yonke imiyalo esiyinikezwe yilabo abaphethe abasezikhundleni , uma lokhu kuvumelana nokubekiwe koMthetho siSekelo noma omunye umthetho .",0,isiZulu
lwazI : Mina mama bengibona ukuthi singazifakeli amehlo abantu ngendaba yalesi sisu .,0,isiZulu
Ucingo oluvela ku luchaze umhlahlandlela womthetho ngo-2024 ngenhloso yokwenza lula izinto.,1,isiZulu
Umthandazo wabafundi wahlanganisa abalandeli emhlanganweni waseSoweto njengokwesimemezelo sabefundisi.,1,isiZulu
Shayela inombolo ethi : 10111 noma ngabe ukuphi eNingizimu Afrika .,0,isiZulu
"Abangemuva : UJob Metswamere , uAmos Njoro ( umhlanganisi wephrovinsi ) , uOrapeleng Bankies .",0,isiZulu
Umfundi omusha wabona ingulube kanye ne-umakhalekhukhwini eholweni labafundi ngenhlonipho ephelele eholidini eledlule.,1,isiZulu
Umthandazo wabafundi wathandazela kuhlelo lokuhlengwa ngaphansi kwengalo kaNkulunkulu.,1,isiZulu
Yahlukanisa izimali eziphuma kusikhwama semali sesifunda esizosetshenziswa yisifunda ngonyaka wezimali ophela mhla zingamashumi amathathu nanye ku-Mashi 2007 .,0,isiZulu
Ithimba lezentuthuko kuphumeleliswe umbiko wokugcina ngokuhlonishwa kwemigomo.,1,isiZulu
UMasipala wase-Polokwane uhambise umbiko wesabelomali njengokwesimemezelo sabefundisi.,1,isiZulu
"Umasipala angangena kwisivumelwano nabantu noma izikhungo mayelana nokubeka noma ukusebenzisa izinto zokusebenza ngokuthutha abahamba ngezimoto zomphakathi ezisezindaweni zabantu , ngokuhambisana nenqubo nemigomo eyenziwe nguMEC , uma ukubekwa noma ukusetshenziswa kuhambelana nezinhlelo zezokuthutha .",0,isiZulu
Abasebenzi bamaNPO namalunga bayayihlonipha impokophelelo esungulwe yisigungu sokwengamela .,0,isiZulu
Ivangeli likaJesu wahlanganisa abalandeli ngemfundiso kaThixo ngeSonto ekuseni.,1,isiZulu
Uphenyo lwakamuva uphothule umbiko wesifundo esisha njengoba bekulindelekile.,1,isiZulu
Inkolo yesintu wahlanganisa abalandeli ngokholo oluqinile ngokuhlanganyela nabakhulekeli.,1,isiZulu
UMasipala wase-Bhisho wethule umbiko uhlelo lokuthuthukisa umphakathi njengokwesimemezelo sabefundisi.,1,isiZulu
Isisebenzi uxoxile inqubomgomo yomphakathi njengoba bekulindelekile.,1,isiZulu
Iphrojekthi entsha uphothule indlela yokusebenza entsha ngokuhambisana nezimiso.,1,isiZulu
Akazi ukuthi uyisizinda sabadala Ungenwe yini uMveli ?,0,isiZulu
Isifundo sikaProf Mthembu luhlanganiswe uhlu lwezinqubomgomo ezintsha ngo-2023 ngenhloso yokwenza lula izinto.,1,isiZulu
Inqubomgomo entsha uSibusiso luhlaziywe umhlahlandlela womthetho unyaka odlule emhlanganweni wabaphathi abakhulu.,1,isiZulu
"b Uma uMkhandlu owengamele amaPhayiphi athwala iPhethroliyamu uthatha isinqumo nganoma yiyiphi indlela ngaphandle kokuba semhlanganweni ohleliwe , leso sinqumo siqala ukusebenza ngaleso sikhathi kanti kumele sibhalwe phansi sisayinwe yiningi lamalungu futhi sethulwe emhlanganweni wokuqala ohleliwe woMkhandlu owengamele amaPhayiphi athwala iPhethroliyamu ngemuva sithathiwe ukuze sifakwe emibhalweni .",0,isiZulu
"Yiqiniso lelo Mveli , kodwa pho sizomtholaphi umuntu ozokwenza lo msebenzi ?",0,isiZulu
"Ummbila waseNingizimu Afrika udaliswa njalo ngosuku emakethini lokudla okukhiqizwa ekulimeni eNingizimu Afrika kuSafex , okuyingnxenye yemagatsha eJohannesburg Stock Exchange ( JSE )",0,isiZulu
abakwasassa nesiqiniseko kwabaholayo,0,isiZulu
Amukho noyedwa unesi oqeqeshiwe futhi onazo zonke izinto esizidingayo ozohlala ekhaya kulesi siFundazwe .,0,isiZulu
ukugxamalaza kwezikhulu zepsl kuyinkinga enkulu ebholeni lakithi,0,isiZulu
Ithimba lezentuthuko kuthuthukise umbiko wokugcina ngezinga eliyanelisayo.,1,isiZulu
Lapho wasebenza khona Inombolo yokubhalisela Umsebenzi nje nge aprentisi,0,isiZulu
Umhlangano wamaKrestu wahlela umsebenzi womoya emhlanganweni waseSoweto phambi kwesonto.,1,isiZulu
Ungacatshangwa ngasikhathi sini senqubo ye-IDP ?,0,isiZulu
"Ukuhlanganisa imiphakathi ngokuphathelene nohlanga , izinhlobo zabantu , kanye nokushiyana kwezigaba zabantu okukhombisa i-Rainbow Nation yethu kanye nokunqoba ukwahlukahlukana okwashiywa uhulumeni wobandlululo .",0,isiZulu
uhlangothi oluphikisayo alunaso isizathu esiqinile zokuveza 1010 daba noma izincwadi ngesikhathi kuqhutshwa ; noma ukuveza lokho ekuqhutshweni kuzokwenza ukuphikisana kokunye uhlangothi okungekuhle kahle .,0,isiZulu
